relative_path,class,original_width,original_height,original_mode,new_width,new_height,new_mode,status
Non-Recyclable/ceramic_product/broken-glass-separated-by-color-and-prepared-for-recycling-at-a-glass-CC88DY.jpg,Non-Recyclable,1300,955,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/broken-glass-waste-and-disposal-drawing_csp79427295.jpg,Non-Recyclable,548,519,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/broken-plastic-glass-ceramic-trash-polluting-rocky-shoreline-lake-washington-close-up-166216643.jpg,Non-Recyclable,1600,1290,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/broken20mug.png,Non-Recyclable,320,260,RGBA,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/c7c78ff954653f5d1aa71fc29f6ed604.jpg,Non-Recyclable,550,1204,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/colored-glass-pieces.jpg,Non-Recyclable,700,467,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/colorful-broken-glass-pottery-on-260nw-1532128616.jpg,Non-Recyclable,390,280,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/de-bowl-in-the-shape-of-a-star-at-the-bottom-of-the-bowl-melted-broken-glass.jpg,Non-Recyclable,1296,1300,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/depositphotos_234468602-stock-photo-collage-tile-decoration-broken-glass.jpg,Non-Recyclable,600,400,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/depositphotos_8204577-stock-photo-broken-bottle.jpg,Non-Recyclable,1023,680,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/dishes-not-recyclable.jpg,Non-Recyclable,1200,500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/drop-coffee-by-roar-studio-dubai_dezeen_2364_col_hero1-852x479.jpg,Non-Recyclable,852,479,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/e-clay-broken-ceramic-jug-waste-handmade-plasticine-isolated-white-163744973.jpg,Non-Recyclable,1600,1690,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/e-patterns-isolated-white-background-vector-cartoon-illustration_76964-12318.jpg,Non-Recyclable,626,393,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/e-patterns-isolated-white-background-vector-cartoon-illustration_76964-12320.jpg,Non-Recyclable,626,389,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/f81b7221c3c8ec31c91a739838b342e1--mosaic-tray-mosaic-tables.jpg,Non-Recyclable,735,492,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/fd315fee1ce664f215b7fc517d259bde.jpg,Non-Recyclable,370,636,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/file-20221102-45064-bw9n55.jpg,Non-Recyclable,1920,1276,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/glass-disposal.jpeg,Non-Recyclable,1024,684,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/glass-for-recycling.jpg,Non-Recyclable,1200,630,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/glass-waste-stock-image_csp12318466.jpg,Non-Recyclable,600,470,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/granby-workshop-assemble-ceramics-design_dezeen_2364_col_5-852x852.jpg,Non-Recyclable,852,852,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/granby-workshop-waste-ceramics-design_dezeen_2364_sq-1.jpg,Non-Recyclable,2364,2363,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/granbyware2.jpg,Non-Recyclable,680,383,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/guide-glass-brokenglass.jpg,Non-Recyclable,600,600,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/handmade-old-clay-pottery-ceramics-picture_csp21200013.jpg,Non-Recyclable,420,519,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/hong-kong-august-01-a-mix-of-broken-glass-shattered-ceramics-building-HKCCMG.jpg,Non-Recyclable,1300,956,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/how_to_creatively_use_the_broken_coffee_mugs.jpg,Non-Recyclable,1200,800,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/hq720.jpg,Non-Recyclable,1280,720,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/image-asset.jpeg,Non-Recyclable,1734,660,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/kintsugi-art-japanese-broken-pottery.jpeg,Non-Recyclable,1200,628,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/kintsugi-hero.jpg,Non-Recyclable,700,460,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/kintsugi-portata.png,Non-Recyclable,750,400,P,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/kintsugi_2048x2048.jpg,Non-Recyclable,1597,1150,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/lacey-williams-175638-unsplash-1024x595.jpg,Non-Recyclable,1024,595,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/largepreview.png,Non-Recyclable,850,1100,P,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/letsbeclear-glass-jp-dd3_original.jpg,Non-Recyclable,2000,988,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/maxresdefault.jpg,Non-Recyclable,1280,720,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/maxresdefault2.jpg,Non-Recyclable,1280,720,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/mosaic-china-crafts.jpg,Non-Recyclable,1200,628,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/msw-small.jpg,Non-Recyclable,2000,1548,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/new_guide_available_for_fractography_of_ceramics_and_glasses.jpg,Non-Recyclable,355,246,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/nish-gray_glaze2C_gold_lacquer_-_Ethnological_Museum2C_Berlin_-_DSC02061.JPG.jpg,Non-Recyclable,4400,3018,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/original.jpg,Non-Recyclable,4288,2848,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/p037kb0l.jpg,Non-Recyclable,1040,1040,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/plastic_bag_contamination_.gif,Non-Recyclable,1500,994,P,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/plate-blue-broken-cemetery.jpg,Non-Recyclable,910,607,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/plate-smashed-blue-glass.jpg,Non-Recyclable,910,607,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/r-broken-ceramic-vase-green-bottle-dandellions-remains-of-the-paint-old-wood.jpg,Non-Recyclable,800,533,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/recycled-glass-powder-500x500.jpg,Non-Recyclable,500,296,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/recycled-glass.jpg,Non-Recyclable,728,489,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/recycling-06-00026-g001.png,Non-Recyclable,3341,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/recycling-glass.jpg,Non-Recyclable,800,530,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/repurpose-china.jpg,Non-Recyclable,1200,1200,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/rritory-india-feb-a-beautiful-pattern-of-bird-made-with-waste-and-2284142049.jpg,Non-Recyclable,1500,1101,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/shards-of-broken-pottery-CFKKAG.jpg,Non-Recyclable,1300,956,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/shutterstock_1805501278-1.jpg,Non-Recyclable,1000,667,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/stock-photo-broken-ceramic-glass-which-is-damaged-by-transportation-1425982577.jpg,Non-Recyclable,1500,1101,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/stock-photo-broken-ceramics-dishes-in-wall-background-stock-images-214036360.jpg,Non-Recyclable,450,351,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/the-old-broken-glass-cup-D8GBJ9.jpg,Non-Recyclable,1062,1390,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/tion-broken-glass-mosaic-broken-ceramic-tiles-as-crazy-background-for-paving.jpg,Non-Recyclable,1300,866,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/trash17_wide-9ef04671bfc0a0abd41c2950e6652fa098890b95-s1100-c50.jpg,Non-Recyclable,1100,618,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/tures-of-broken-porcelain-vases-within-other-glass-ones-by-bouke-de-vries-14.jpg,Non-Recyclable,683,850,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/turn-broken-ceramics-800x800.jpg,Non-Recyclable,600,398,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/ulptures-of-broken-porcelain-vases-within-other-glass-ones-by-bouke-de-vries.jpg,Non-Recyclable,1200,900,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/why-does-ceramic-break-glass.jpg,Non-Recyclable,1200,700,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/wl-bottom-broken-glass-w-melted-bubbles-air-vessel-was-placed-front-85817408.jpg,Non-Recyclable,1600,1628,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/woman-repairing-broken-pottery-kintsugi-royalty-free-image-1680030784.jpg,Non-Recyclable,3840,2160,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/ceramic_product/woman_sort_recycle_glass_bin.jpg,Non-Recyclable,850,1280,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/-baby-nappies-diapers-waste-dirty-diapers-trash-bag-disposing-used-239559297.jpg,Non-Recyclable,1600,1155,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/-garbage-pail-disposing-of-used-baby-nappies-environmental-impact-2084386903.jpg,Non-Recyclable,998,1600,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/-shadow-with-clipping-path-plastic-trash-can-overfilled-with-nappies-2B6X2H7.jpg,Non-Recyclable,886,1390,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/-table-group-disposable-diapers-arranged-over-white-changing-table-145294479.jpg,Non-Recyclable,1600,1157,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/05_5d6dfe6d-8164-49c4-951c-11cf82c8d19b.jpg,Non-Recyclable,1184,1476,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/1-s2.0-S0921344919304549-ga1.jpg,Non-Recyclable,496,200,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/1-uv-fs5l01nzvbxmtbuhwvw.jpeg,Non-Recyclable,1000,661,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/1.jpg,Non-Recyclable,853,480,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/100-cotton-huggies-advanced-ultra-absorbent-disposable-baby-diapers-pants-103.jpg,Non-Recyclable,403,500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/100444583_8-pampers-active-baby-diapers-small-3-8-kg.jpg,Non-Recyclable,500,500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/10582_1.jpg,Non-Recyclable,1000,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/10586_1-Front.jpg,Non-Recyclable,1000,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/12.jpg,Non-Recyclable,853,480,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/1200px-Disposablediaper.JPG.jpg,Non-Recyclable,1200,900,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/12B252812529.jpg,Non-Recyclable,720,720,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/13-Best-Baby-Diapers-In-India-In-2023.jpg,Non-Recyclable,720,810,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/20003932-2_4-pampers-baby-dry-small-11-diapers.jpg,Non-Recyclable,500,500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/3-Figure3-1.png,Non-Recyclable,690,344,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/30487_hd.jpg,Non-Recyclable,562,394,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/37494-500x500.jpg,Non-Recyclable,500,500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/392089940-melons_550x550.jpg,Non-Recyclable,550,550,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/4-Figure5-1.png,Non-Recyclable,678,382,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/40229261_4-pampers-active-baby-diapers-new-born.jpg,Non-Recyclable,500,500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/405434435.jpg,Non-Recyclable,1500,1087,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/429348994-baby-crawling-away-from-camera-wearing-disposable-diaper.jpg,Non-Recyclable,1000,667,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/474911884-H.webp,Non-Recyclable,1024,700,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/4e2a79e2666c--baby-bum-music-a04902.png,Non-Recyclable,812,1010,P,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/51.jpg,Non-Recyclable,720,375,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/51zIAjQaiyL.jpg,Non-Recyclable,1500,1500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/530157_25636_XL.jpg,Non-Recyclable,1024,512,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/61VUeyU0dbL._AC_UF8941000_QL80_.jpg,Non-Recyclable,716,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/61ZMDwA4xzL._AC_UF8941000_QL80_.jpg,Non-Recyclable,894,901,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/61dJIigpYOL.jpg,Non-Recyclable,1350,1169,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/61h5qokt9sL.jpg,Non-Recyclable,1000,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/61jiC0ORycL.jpg,Non-Recyclable,1500,1500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/634fc803be6fde50b04f6143-diapers-size-3-168-count-pampers.jpg,Non-Recyclable,1496,1470,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/63bcf2c160a1da17ec6c2e83-ubbi-disposable-diaper-sacks-lavender.jpg,Non-Recyclable,1500,1292,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/63befce33e92406c3c1dac8a-diapers-size-4-144-count-pampers-pull.jpg,Non-Recyclable,1487,1500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/7.jpg,Non-Recyclable,852,480,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/71iSOngBHsL._AC_UF10001000_QL80_.jpg,Non-Recyclable,1000,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/71rjWQFJhL._AC_UF8941000_QL80_.jpg,Non-Recyclable,894,995,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/71vU85MMO7L._AC_UF8941000_QL80_.jpg,Non-Recyclable,894,901,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/74806254.jpg,Non-Recyclable,600,546,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/78a62dd24472a69bddf67cc48cfdcf31.jpg,Non-Recyclable,645,380,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/81b6OBTrb6L.jpg,Non-Recyclable,2000,2000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/8b7d1c_7de73bd317284b49b0872afa1aa3632emv2.png,Non-Recyclable,636,954,RGBA,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Baby2BWith2BDisposable2BDiapers.jpg,Non-Recyclable,1600,1066,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Blog-10-internal-img-colourfull-diaper.jpg,Non-Recyclable,1080,1080,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Coterie-diapers-group-shot.jpg,Non-Recyclable,1920,1960,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/D_TopBanner_Catalog_IN.png,Non-Recyclable,960,460,RGBA,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Dangers-of-Disposable-Diapers.jpg,Non-Recyclable,1600,1066,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Depositphotos_456124904_S.jpg,Non-Recyclable,1000,662,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/DiaperNCloth-scaled.jpg,Non-Recyclable,1500,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Diapers4-01.png,Non-Recyclable,1729,1080,RGBA,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Disposable-Diapers-take-300-years-to-decomposeand-account-for-15-of-landfill-waste..jpg,Non-Recyclable,1200,628,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Dyper_lifestyle_Jan_2022-128.jpg,Non-Recyclable,6356,4237,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/February-Do-Good.jpg,Non-Recyclable,1200,650,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/HNCH4010_Disposal-Diaper-Test-Package.png,Non-Recyclable,593,675,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/IMG_20180626_083543.jpg,Non-Recyclable,4160,2352,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/IMG_9256.jpg,Non-Recyclable,1170,1306,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/IMG_9257.jpg,Non-Recyclable,1170,1431,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Issue43.png,Non-Recyclable,566,792,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/MHSOLIDDIPRMIXP3-2_600x.jpg,Non-Recyclable,600,600,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Pampers-All-round-Protection-Pants-Large-Size-Baby-Diapers-42-Count.jpg,Non-Recyclable,1200,1200,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Pampers-All-round-Protection-Pants-Medium-Size-Baby-Diapers-76-Count.jpg,Non-Recyclable,1200,1200,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Percentage-of-diapers-in-urban-solid-waste-in-some-countries-in-North-America-Europe-and.png,Non-Recyclable,479,312,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Post_2_large.jpeg,Non-Recyclable,466,480,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Representational-Image-only-3.jpg,Non-Recyclable,1200,628,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/RforRabbitFeatherDiaper_3_d996cd05-0cfb-491e-8c48-d1e98b80e296.jpg,Non-Recyclable,800,800,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Screen-Shot-2017-09-18-at-14.12.32.png,Non-Recyclable,480,307,RGBA,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Screen_Shot_2023-01-26_at_5.07.55_PM_480x480.png,Non-Recyclable,316,480,RGBA,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Starlight_Untitled_1.1.1.jpg,Non-Recyclable,840,473,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/The-chemistry-of-disposable-nappies.png,Non-Recyclable,1654,1169,P,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/UNDP-SZ-Disposable-Diapers-2021.jpg,Non-Recyclable,5312,3984,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Unguarded-disposal-of-soiled-disposable-diapers-in-land-depressions-26_Q320.jpg,Non-Recyclable,320,320,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Unguarded-disposal-of-soiled-disposable-diapers-in-vacant-plots-27_Q320.jpg,Non-Recyclable,320,320,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Untitled-5-2.jpg,Non-Recyclable,1405,783,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/Waste_disposal_tvm_422021_1200-compressed.jpg,Non-Recyclable,1200,800,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/ZbAzUBfb1th1EGMXQqMRogPdjRRfwc8q7VCHQsjz.jpg,Non-Recyclable,800,500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/ad1ec850dfe070f294e3e709582ea0f28d-26-diapers-lede.rsquare.w700.jpg,Non-Recyclable,700,700,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/baby-diaper.jpg,Non-Recyclable,600,378,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/baby-diapers2.jpg,Non-Recyclable,1600,1200,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/baby_in_diaper_crib-1296x728-header.jpg,Non-Recyclable,1296,728,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/best-diapers-1553537708.png,Non-Recyclable,2000,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/bigstock-Group-Of-Disposable-Diapers-Ar-296238739.jpg,Non-Recyclable,900,600,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/c21ce9a01fc0343df63f2a52d3e8457b.jpg,Non-Recyclable,481,481,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/cloth-diapers-vs-disposable-2160x1200.jpg,Non-Recyclable,2160,1200,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/cloth-diapers-vs-disposable-diapers-comparison.jpg,Non-Recyclable,1199,626,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/cloth-vs-disposable-diaper-top-2x1-lowres1024-.jpg,Non-Recyclable,1024,512,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/cloth-vs-disposable-diapers-722x406.jpg,Non-Recyclable,722,406,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/diaper-biodegradable-1567090472295.jpg,Non-Recyclable,1200,628,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/diaper-composition_orig.png,Non-Recyclable,801,694,RGBA,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/diapersshutterstockilife.jpg,Non-Recyclable,1000,662,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/dirty-and-soiled-baby-babys-disposable-nappies-discarded-thrown-away-G0KRA6.jpg,Non-Recyclable,1300,956,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/dirty-baby-diapers-trash-disposing-footage-180485037_prevstill.jpeg,Non-Recyclable,3840,2160,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/disposable-baby-diaper.png,Non-Recyclable,500,500,RGBA,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/disposable-baby-diapers.jpg,Non-Recyclable,1566,1392,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/disposable-diaper-1.jpg,Non-Recyclable,1500,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/disposable-diapers-in-garbage.jpg,Non-Recyclable,780,439,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/disposable-diapers-to-take-care-hygiene-babies-168544880.jpg,Non-Recyclable,1600,1158,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/e-of-garbage-from-food-waste-cans-and-plastic-bottles-and-plastic-1201361770.jpg,Non-Recyclable,1500,1101,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/elle.rue.jpg,Non-Recyclable,2000,2000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/en-img-education-thumb-01-mb.jpg,Non-Recyclable,768,768,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/ental-impact-disposable-diapers-pollution-environment-soil-water_159975-1317.jpg,Non-Recyclable,626,416,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/file-20190704-126340-13f38tz.jpg,Non-Recyclable,1920,1249,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/file-20221019-22-gy6i0u.jpg,Non-Recyclable,1920,1280,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/file721vy4ur8j6z726o29i-1539625503.jpg,Non-Recyclable,667,500,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/how-to-keep-disposable-diapers-from-leaking-at-night.jpg,Non-Recyclable,1200,1200,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/huggies-diapers.jpg,Non-Recyclable,640,480,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/image-asset.jpeg,Non-Recyclable,2500,1957,CMYK,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/image8-1638302456823_1200x.jpg,Non-Recyclable,1010,720,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/img-20220517-62834aa4b613d.png,Non-Recyclable,720,720,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/intresting20fact20about20baby20diapers.jpeg,Non-Recyclable,1151,598,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/jklzz5r5uwCcP-xxlarge.jpg,Non-Recyclable,800,800,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/lain-dibuang-dipinggiran-sungai-di-Sleman-Jogja.-foto-Tommy-Apriando-768x512.jpg,Non-Recyclable,768,512,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/less-plastic-nappy-sticker_diapers-v3.jpg,Non-Recyclable,1080,1080,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/maxresdefault.jpg,Non-Recyclable,1280,720,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/medium-size-baby-diapers-md-76-count-anti-rash-diapers-lotion-original-imafx2hzdcn6zkyb.jpeg,Non-Recyclable,837,1000,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/nappies-environmental-impact-disposable-pollution-environment-soil-230432314.jpg,Non-Recyclable,800,533,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/nappies-environmental-impact-disposable-pollution-environment-soil-230573896.jpg,Non-Recyclable,1600,1155,RGB,224,224,RGB,STANDARDIZED
Non-Recyclable/diapers/nappies-pink-background-sustainable-lifestyle-zero-waste-concept_479776-4385.jpg,Non-Recyclable,626,417,RGB,224,224,RGB,STANDARDIZED
