relative_path,absolute_path,class,split,member3_subcategory,member3_label,member3_status
Recyclable/paper_products/garbage_recycle_recycling_sign-colored-background-top-view_1669975379.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/paper_products/garbage_recycle_recycling_sign-colored-background-top-view_1669975379.png,Recyclable,train,paper_products,3,VALID
Recyclable/cans_all_type/mbers_target_to_achieve_70_per_cent_aluminium_can_recycling_rate_by_2030_0_0.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/mbers_target_to_achieve_70_per_cent_aluminium_can_recycling_rate_by_2030_0_0.png,Recyclable,train,cans_all_type,3,VALID
Recyclable/paper_products/maxresdefault.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/paper_products/maxresdefault.png,Recyclable,train,paper_products,3,VALID
Hazardous/batteries/1_Picture7.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/1_Picture7.png,Hazardous,train,batteries,0,VALID
Hazardous/e-waste/E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.png,Hazardous,train,e-waste,0,VALID
Organic/yard_trimmings/garden-worker-trimming-trees-with-scissors-yard_732190-2412.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/garden-worker-trimming-trees-with-scissors-yard_732190-2412.png,Organic,train,yard_trimmings,2,VALID
Recyclable/cans_all_type/aluminum-cans-at-the-bottom-of-a-recycling-bin-EKXJ4B.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/aluminum-cans-at-the-bottom-of-a-recycling-bin-EKXJ4B.png,Recyclable,train,cans_all_type,3,VALID
Non-Recyclable/styrofoam_product/polystyrene-food-boxes-9535739.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/styrofoam_product/polystyrene-food-boxes-9535739.png,Non-Recyclable,train,styrofoam_product,1,AUTO_CORRECTED
Organic/food_scraps/20120223174847-1_0.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/food_scraps/20120223174847-1_0.png,Organic,train,food_scraps,2,VALID
Recyclable/glass_containers/DSC0662_600x.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/DSC0662_600x.png,Recyclable,train,glass_containers,3,VALID
Non-Recyclable/ceramic_product/-broken-porcelain-vases-within-other-glass-ones-by-bouke-de-vries-sharecover.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/ceramic_product/-broken-porcelain-vases-within-other-glass-ones-by-bouke-de-vries-sharecover.png,Non-Recyclable,train,ceramic_product,1,VALID
Hazardous/paints/33-FT0807GageDiagramLG.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/33-FT0807GageDiagramLG.png,Hazardous,train,paints,0,VALID
Organic/kitchen_waste/YMXAVDT77NLGDJWI7GD4ZTHA6E.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/kitchen_waste/YMXAVDT77NLGDJWI7GD4ZTHA6E.png,Organic,train,kitchen_waste,2,VALID
Recyclable/glass_containers/ecor-lights-garden-planters-edging-organizing-DIY-apieceofrainbow-2-546x1024.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/ecor-lights-garden-planters-edging-organizing-DIY-apieceofrainbow-2-546x1024.png,Recyclable,train,glass_containers,3,VALID
Organic/egg_shells/Emu_Egg_shell_painting_world_record-1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/egg_shells/Emu_Egg_shell_painting_world_record-1.png,Organic,train,egg_shells,2,VALID
Hazardous/e-waste/ewaste-3 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/ewaste-3 - Copy.png,Hazardous,train,e-waste,0,VALID
Hazardous/e-waste/close-up-shot-of-some-electronic-waste-E88KF4 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/close-up-shot-of-some-electronic-waste-E88KF4 - Copy.png,Hazardous,train,e-waste,0,VALID
Hazardous/batteries/battery-recycling2.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/battery-recycling2.png,Hazardous,train,batteries,0,VALID
Organic/egg_shells/BeachBag_IndiaInk_Egg-DSC_1902-1200_800x.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/egg_shells/BeachBag_IndiaInk_Egg-DSC_1902-1200_800x.png,Organic,train,egg_shells,2,VALID
Organic/kitchen_waste/vegetable-waste-infographics.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/kitchen_waste/vegetable-waste-infographics.png,Organic,train,kitchen_waste,2,VALID
Non-Recyclable/plastics_bags_wrappers/8855e850f3011319a3a36e85d4f5829f.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/8855e850f3011319a3a36e85d4f5829f.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Organic/yard_trimmings/Dispose-of-Yard-Waste.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/Dispose-of-Yard-Waste.png,Organic,train,yard_trimmings,2,VALID
Non-Recyclable/diapers/51zIAjQaiyL.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/diapers/51zIAjQaiyL.png,Non-Recyclable,train,diapers,1,VALID
Organic/coffee_tea_bags/coffee-grounds-and-tea-bags.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/coffee-grounds-and-tea-bags.png,Organic,train,coffee_tea_bags,2,VALID
Non-Recyclable/sanitary_napkin/t-menstruation-personal-care-woman-conception-photo-soft-ten-tender-99697853.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/sanitary_napkin/t-menstruation-personal-care-woman-conception-photo-soft-ten-tender-99697853.png,Non-Recyclable,train,sanitary_napkin,1,VALID
Recyclable/plastic_bottles/scenes-in-bottles.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/plastic_bottles/scenes-in-bottles.png,Recyclable,train,plastic_bottles,3,VALID
Recyclable/glass_containers/pr_473.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/pr_473.png,Recyclable,train,glass_containers,3,VALID
Recyclable/cans_all_type/maxresdefault.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/maxresdefault.png,Recyclable,train,cans_all_type,3,VALID
Hazardous/batteries/creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.png,Hazardous,train,batteries,0,VALID
Recyclable/cans_all_type/image29.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/image29.png,Recyclable,train,cans_all_type,3,VALID
Hazardous/paints/Soho_A4_PaintSolvents__91726__10832.1557412784.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/Soho_A4_PaintSolvents__91726__10832.1557412784.png,Hazardous,train,paints,0,VALID
Recyclable/paper_products/cardboard-recycling-1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/paper_products/cardboard-recycling-1.png,Recyclable,train,paper_products,3,VALID
Hazardous/e-waste/flourescents - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/flourescents - Copy.png,Hazardous,train,e-waste,0,VALID
Recyclable/paper_products/how-is-paper-recycled-and-reused-in-paper-products-reel-talk-193723_1024x1024.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/paper_products/how-is-paper-recycled-and-reused-in-paper-products-reel-talk-193723_1024x1024.png,Recyclable,train,paper_products,3,VALID
Hazardous/e-waste/e-waste-electronic-waste-recycling-and-management - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/e-waste-electronic-waste-recycling-and-management - Copy.png,Hazardous,train,e-waste,0,VALID
Recyclable/glass_containers/0025.807V_1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/0025.807V_1.png,Recyclable,train,glass_containers,3,VALID
Organic/yard_trimmings/dsc_0103.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/dsc_0103.png,Organic,train,yard_trimmings,2,VALID
Hazardous/e-waste/e-waste-lg-238744418 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/e-waste-lg-238744418 - Copy.png,Hazardous,train,e-waste,0,VALID
Hazardous/e-waste/What_is_electronic_waste_recycling - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/What_is_electronic_waste_recycling - Copy.png,Hazardous,train,e-waste,0,VALID
Recyclable/cans_all_type/Aluminium_cans.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/Aluminium_cans.png,Recyclable,train,cans_all_type,3,VALID
Hazardous/paints/81B8lITyDxL._AC_UF10001000_QL80_.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/81B8lITyDxL._AC_UF10001000_QL80_.png,Hazardous,train,paints,0,VALID
Non-Recyclable/styrofoam_product/p06cz75l.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/styrofoam_product/p06cz75l.png,Non-Recyclable,train,styrofoam_product,1,AUTO_CORRECTED
Organic/kitchen_waste/food_waste_750.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/kitchen_waste/food_waste_750.png,Organic,train,kitchen_waste,2,VALID
Organic/coffee_tea_bags/71VjiXtBQ4L._AC_UF8941000_QL80_.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/71VjiXtBQ4L._AC_UF8941000_QL80_.png,Organic,train,coffee_tea_bags,2,VALID
Hazardous/e-waste/Reciclaje_electronico_categorias_inglC3A9s - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/Reciclaje_electronico_categorias_inglC3A9s - Copy.png,Hazardous,train,e-waste,0,VALID
Organic/egg_shells/featured-eggshells-in-the-garden.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/egg_shells/featured-eggshells-in-the-garden.png,Organic,train,egg_shells,2,VALID
Hazardous/batteries/EDR-2.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/EDR-2.png,Hazardous,train,batteries,0,VALID
Hazardous/e-waste/how_to_upcycle_ewaste_1573547808 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/how_to_upcycle_ewaste_1573547808 - Copy.png,Hazardous,train,e-waste,0,VALID
Recyclable/cans_all_type/warhol-campbell-cans-dec-2018-embed01.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/warhol-campbell-cans-dec-2018-embed01.png,Recyclable,train,cans_all_type,3,VALID
Organic/coffee_tea_bags/7ef3ae48cc20439dbee2d1326eb6b417.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/7ef3ae48cc20439dbee2d1326eb6b417.png,Organic,train,coffee_tea_bags,2,VALID
Hazardous/e-waste/icons-led-lamps-types-fluorescent-filament-halogen-diode-and-other-632016899 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/icons-led-lamps-types-fluorescent-filament-halogen-diode-and-other-632016899 - Copy.png,Hazardous,train,e-waste,0,VALID
Organic/coffee_tea_bags/tea-bag-recycling.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/tea-bag-recycling.png,Organic,train,coffee_tea_bags,2,VALID
Hazardous/e-waste/61DVdFF9f-L - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/61DVdFF9f-L - Copy.png,Hazardous,train,e-waste,0,VALID
Hazardous/pesticides/3-Plants-species-used-for-Insecticides-Pesticides.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/pesticides/3-Plants-species-used-for-Insecticides-Pesticides.png,Hazardous,train,pesticides,0,VALID
Recyclable/glass_containers/abrablast_66e1dfa948.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/abrablast_66e1dfa948.png,Recyclable,train,glass_containers,3,VALID
Organic/food_scraps/fight-food-waste-1533137513976-1533137515977.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/food_scraps/fight-food-waste-1533137513976-1533137515977.png,Organic,train,food_scraps,2,VALID
Non-Recyclable/sanitary_napkin/pons-on-pink-background-feminine-hygiene-products-menstrual-cycle-2167680291.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/sanitary_napkin/pons-on-pink-background-feminine-hygiene-products-menstrual-cycle-2167680291.png,Non-Recyclable,train,sanitary_napkin,1,VALID
Non-Recyclable/styrofoam_product/lam-dung-hop-xop-1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/styrofoam_product/lam-dung-hop-xop-1.png,Non-Recyclable,train,styrofoam_product,1,AUTO_CORRECTED
Recyclable/glass_containers/ESTAL-WILD-GLASS-1024x576.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/ESTAL-WILD-GLASS-1024x576.png,Recyclable,train,glass_containers,3,VALID
Recyclable/glass_containers/25-25ml-small-mini-glass-bottles-jars-with-cork-stoppers-3pcs-original-imafd49zby3yrj7u.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/25-25ml-small-mini-glass-bottles-jars-with-cork-stoppers-3pcs-original-imafd49zby3yrj7u.png,Recyclable,train,glass_containers,3,VALID
Hazardous/batteries/smtd202000039-fig-0001-m.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/smtd202000039-fig-0001-m.png,Hazardous,train,batteries,0,VALID
Hazardous/e-waste/lightbulbs - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/lightbulbs - Copy.png,Hazardous,train,e-waste,0,VALID
Hazardous/batteries/lithium-ion-watt-hours-highlighted.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/lithium-ion-watt-hours-highlighted.png,Hazardous,train,batteries,0,VALID
Non-Recyclable/diapers/61jiC0ORycL.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/diapers/61jiC0ORycL.png,Non-Recyclable,train,diapers,1,VALID
Non-Recyclable/plastics_bags_wrappers/Plastic_bags_and_wrapping_2.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/Plastic_bags_and_wrapping_2.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Organic/coffee_tea_bags/RealCoffeeBag-2-1024x768.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/RealCoffeeBag-2-1024x768.png,Organic,train,coffee_tea_bags,2,VALID
Hazardous/e-waste/electrical-electronic-waste-1 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/electrical-electronic-waste-1 - Copy.png,Hazardous,train,e-waste,0,VALID
Organic/coffee_tea_bags/GlobalSeriesLiquidCoffeeBrews-ArabicCardamom-TrialImage_1200x1200.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/GlobalSeriesLiquidCoffeeBrews-ArabicCardamom-TrialImage_1200x1200.png,Organic,train,coffee_tea_bags,2,VALID
Organic/coffee_tea_bags/pices-in-glass-armudu-with-coffee-beans-and-sugar-on-dark-background-2EW6TH7.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/pices-in-glass-armudu-with-coffee-beans-and-sugar-on-dark-background-2EW6TH7.png,Organic,train,coffee_tea_bags,2,VALID
Hazardous/paints/Oil-Painting-Solvent.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/Oil-Painting-Solvent.png,Hazardous,train,paints,0,VALID
Hazardous/e-waste/impact-of-e-waste-hero1540775416137 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/impact-of-e-waste-hero1540775416137 - Copy.png,Hazardous,train,e-waste,0,VALID
Recyclable/plastic_bottles/cfa2b386ae46a3e284981022398039a2--cola-packaging.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/plastic_bottles/cfa2b386ae46a3e284981022398039a2--cola-packaging.png,Recyclable,train,plastic_bottles,3,VALID
Recyclable/paper_products/cardboard-to-recycle.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/paper_products/cardboard-to-recycle.png,Recyclable,train,paper_products,3,VALID
Recyclable/cans_all_type/can-shortages.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/can-shortages.png,Recyclable,train,cans_all_type,3,VALID
Hazardous/e-waste/ewaste-recycling - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/ewaste-recycling - Copy.png,Hazardous,train,e-waste,0,VALID
Hazardous/e-waste/electronic-waste-stock-photo_csp13003320 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/electronic-waste-stock-photo_csp13003320 - Copy.png,Hazardous,train,e-waste,0,VALID
Organic/coffee_tea_bags/1JqctqHKmoMeugSMxsSKhpg.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/1JqctqHKmoMeugSMxsSKhpg.png,Organic,train,coffee_tea_bags,2,VALID
Hazardous/e-waste/615c6bf230f40d9decf916ae97e192681b20e27238a8ae30ccbab09630fd0a53 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/615c6bf230f40d9decf916ae97e192681b20e27238a8ae30ccbab09630fd0a53 - Copy.png,Hazardous,train,e-waste,0,VALID
Organic/yard_trimmings/81N-ONuWifL._AC_UF10001000_QL80_.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/81N-ONuWifL._AC_UF10001000_QL80_.png,Organic,train,yard_trimmings,2,VALID
Non-Recyclable/plastics_bags_wrappers/3520_428fd902f4247199467725e7eccf1673.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/3520_428fd902f4247199467725e7eccf1673.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Organic/food_scraps/np_file_233459.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/food_scraps/np_file_233459.png,Organic,train,food_scraps,2,VALID
Organic/coffee_tea_bags/coffee-beans-near-sack-tea-set-box-sugar-sackcloth_23-2148180210.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/coffee-beans-near-sack-tea-set-box-sugar-sackcloth_23-2148180210.png,Organic,train,coffee_tea_bags,2,VALID
Organic/egg_shells/Waste-Management-Ambikapur-hopes-to-generate-Rs-10000-a-month-from-the-eggshell-initiative1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/egg_shells/Waste-Management-Ambikapur-hopes-to-generate-Rs-10000-a-month-from-the-eggshell-initiative1.png,Organic,train,egg_shells,2,VALID
Recyclable/glass_containers/DSC07050.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/DSC07050.png,Recyclable,train,glass_containers,3,VALID
Hazardous/batteries/aenm202102917-fig-0006-m.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/aenm202102917-fig-0006-m.png,Hazardous,train,batteries,0,VALID
Organic/kitchen_waste/shutterstock_1140138707.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/kitchen_waste/shutterstock_1140138707.png,Organic,train,kitchen_waste,2,VALID
Recyclable/plastic_bottles/coca-cola-bottles.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/plastic_bottles/coca-cola-bottles.png,Recyclable,train,plastic_bottles,3,VALID
Non-Recyclable/ceramic_product/5d6244dbed155216ff0b25ec8a3405f3.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/ceramic_product/5d6244dbed155216ff0b25ec8a3405f3.png,Non-Recyclable,train,ceramic_product,1,VALID
Non-Recyclable/diapers/less-plastic-nappy-sticker_diapers-v3.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/diapers/less-plastic-nappy-sticker_diapers-v3.png,Non-Recyclable,train,diapers,1,VALID
Organic/yard_trimmings/excessive-lawn-clippings.JPG.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/excessive-lawn-clippings.JPG.png,Organic,train,yard_trimmings,2,VALID
Recyclable/glass_containers/my-borosil-storage-jars-12-pc-set-endura-airtight-glass-jar-set-of-12-29569577058442.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/my-borosil-storage-jars-12-pc-set-endura-airtight-glass-jar-set-of-12-29569577058442.png,Recyclable,train,glass_containers,3,VALID
Organic/yard_trimmings/kid-working-hard-in-her-front-yard-spreading-grass-seed-while-her_t20_WgVx4m.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/kid-working-hard-in-her-front-yard-spreading-grass-seed-while-her_t20_WgVx4m.png,Organic,train,yard_trimmings,2,VALID
Organic/coffee_tea_bags/coffee-dip-bag.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/coffee-dip-bag.png,Organic,train,coffee_tea_bags,2,VALID
Hazardous/paints/hhw.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/hhw.png,Hazardous,train,paints,0,VALID
Hazardous/e-waste/Light-Bulb-Recycling - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/Light-Bulb-Recycling - Copy.png,Hazardous,train,e-waste,0,VALID
Non-Recyclable/diapers/Post_2_large.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/diapers/Post_2_large.png,Non-Recyclable,train,diapers,1,VALID
Organic/food_scraps/top-view-trash-cooking-concept_23-2149056484.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/food_scraps/top-view-trash-cooking-concept_23-2149056484.png,Organic,train,food_scraps,2,VALID
Organic/coffee_tea_bags/coffee_beans_and_tea_bag_1429728262.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/coffee_beans_and_tea_bag_1429728262.png,Organic,train,coffee_tea_bags,2,VALID
Organic/kitchen_waste/IMG_2699.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/kitchen_waste/IMG_2699.png,Organic,train,kitchen_waste,2,VALID
Non-Recyclable/diapers/disposable-diaper-1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/diapers/disposable-diaper-1.png,Non-Recyclable,train,diapers,1,VALID
Hazardous/e-waste/archives-ewaste-one_one.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/archives-ewaste-one_one.png,Hazardous,train,e-waste,0,VALID
Organic/coffee_tea_bags/11856-01-Roasted-Chicory-Root-Powder-250g-1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/11856-01-Roasted-Chicory-Root-Powder-250g-1.png,Organic,train,coffee_tea_bags,2,VALID
Non-Recyclable/ceramic_product/colorful-broken-glass-pottery-on-260nw-1532128616.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/ceramic_product/colorful-broken-glass-pottery-on-260nw-1532128616.png,Non-Recyclable,train,ceramic_product,1,VALID
Recyclable/glass_containers/09928-cover-opener.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/09928-cover-opener.png,Recyclable,train,glass_containers,3,VALID
Organic/food_scraps/depositphotos_320625516-stock-photo-domestic-food-waste-compost-fruits.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/food_scraps/depositphotos_320625516-stock-photo-domestic-food-waste-compost-fruits.png,Organic,train,food_scraps,2,VALID
Non-Recyclable/sanitary_napkin/BPAC-Blog-post-8-01.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/sanitary_napkin/BPAC-Blog-post-8-01.png,Non-Recyclable,train,sanitary_napkin,1,VALID
Organic/coffee_tea_bags/Naivo-Craft-Coffee-With-Coffee-Brewing-Equipment.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/Naivo-Craft-Coffee-With-Coffee-Brewing-Equipment.png,Organic,train,coffee_tea_bags,2,VALID
