relative_path,filename,extension,input_stage,normalization,mean_r,mean_g,mean_b,std_r,std_g,std_b,image_size,input_mode,status
Hazardous/pesticides/A-schematic-view-of-the-pesticide-cycle-in-an-ecosystem.png,A-schematic-view-of-the-pesticide-cycle-in-an-ecosystem.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/AgBusPesticideCollection.png,AgBusPesticideCollection.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Are-They-Hazardous-WastesE280A6-Pesticides-and-Herbicides.png,Are-They-Hazardous-WastesE280A6-Pesticides-and-Herbicides.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Books-on-Agrochemicals-Pesticides-Insecticides-1.png,Books-on-Agrochemicals-Pesticides-Insecticides-1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Causes_and_effects_of_soil_pollution.png,Causes_and_effects_of_soil_pollution.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Chemical-formulation.png,Chemical-formulation.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Cropduster_spraying_pesticides.png,Cropduster_spraying_pesticides.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Detected-pesticides-divided-into-three-groups-herbicides-insecticides-and-fungicides.png,Detected-pesticides-divided-into-three-groups-herbicides-insecticides-and-fungicides.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Diagram-showing-the-main-impacts-of-pesticides-on-soil-plant-and-arthropod-communities.png,Diagram-showing-the-main-impacts-of-pesticides-on-soil-plant-and-arthropod-communities.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/EFFECTS-OF-PESTICIDES-AND-INSECTICIDES-ON-ENVIRONMENT-AND-HUMAN-HEALTH-BleedGreen.png,EFFECTS-OF-PESTICIDES-AND-INSECTICIDES-ON-ENVIRONMENT-AND-HUMAN-HEALTH-BleedGreen.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/FLYING-INSECT-Pesticide-Insecticides.png,FLYING-INSECT-Pesticide-Insecticides.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/GEF_ChemicalsWaste_2023_04-1.png,GEF_ChemicalsWaste_2023_04-1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/HERBICIDES-2.png,HERBICIDES-2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Hazardous-pesticide.png,Hazardous-pesticide.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/How_to_Start_Manufacturing_Agrochemical_Products_in_India_corpseed.png,How_to_Start_Manufacturing_Agrochemical_Products_in_India_corpseed.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/IMAGE_1651139094.png,IMAGE_1651139094.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Image-5-800x450.png,Image-5-800x450.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/NThZgLN.png,NThZgLN.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/PR-Draft1-1024x555.png,PR-Draft1-1024x555.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Pesticide-use-herbicides-insecticides-fungicides-and-others-ie-sulfur-and-oils.png,Pesticide-use-herbicides-insecticides-fungicides-and-others-ie-sulfur-and-oils.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Pesticides-01.png,Pesticides-01.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Pesticides-02.png,Pesticides-02.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Pesticides-1.png,Pesticides-1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Pesticides-Food_1.png,Pesticides-Food_1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Pesticides-Pros-Cons-2.png,Pesticides-Pros-Cons-2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Pesticides.png,Pesticides.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Pesticides2.png,Pesticides2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/RS3523_UPL-Phoskill-Monocrotophos-02.png,RS3523_UPL-Phoskill-Monocrotophos-02.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Screen-Shot-2018-05-16-at-7.33.54-PM.png,Screen-Shot-2018-05-16-at-7.33.54-PM.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/Types-of-Presticides-1.png,Types-of-Presticides-1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/United-Chemicals-2.png,United-Chemicals-2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/What-Are-Pesticides-8-Types-of-Pesticides-Used-in-Agriculture.png,What-Are-Pesticides-8-Types-of-Pesticides-Used-in-Agriculture.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/a-man-spraying-pesticides-into-a-field-of-crops-that-will-be-used-for-food.png,a-man-spraying-pesticides-into-a-field-of-crops-that-will-be-used-for-food.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/a-range-of-garden-pesticides-insecticides-found-within-a-household-GKNDHJ.png,a-range-of-garden-pesticides-insecticides-found-within-a-household-GKNDHJ.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/act-concept-vector-illustration-stop-herbicide-use-reduce-harmful-2287834549.png,act-concept-vector-illustration-stop-herbicide-use-reduce-harmful-2287834549.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/agriculture-12-00600-g001.png,agriculture-12-00600-g001.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/agro2Binsecticide2B1.png,agro2Binsecticide2B1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/aimco-products.png,aimco-products.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/b1594insectisidespesticides_1.png,b1594insectisidespesticides_1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/bioengineering-08-00092-g001.png,bioengineering-08-00092-g001.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/bistar.png,bistar.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/chlordiazinon1.png,chlordiazinon1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/discarded-pesticide-cartons-cans-beside-fence-of-orange-orchard-in-ABHE97.png,discarded-pesticide-cartons-cans-beside-fence-of-orange-orchard-in-ABHE97.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/discarded-pesticide-containers-include-cygon-267-and-dibtom-both-are-CP48BC.png,discarded-pesticide-containers-include-cygon-267-and-dibtom-both-are-CP48BC.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/disposalbnr.png,disposalbnr.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/e-suit-mask-lemon-trees-man-spraying-toxic-pesticides-insecticides-184466768.png,e-suit-mask-lemon-trees-man-spraying-toxic-pesticides-insecticides-184466768.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/ecticides-chemical-spray-to-get-rid-of-weeds-and-insects-or-plant-1944918877.png,ecticides-chemical-spray-to-get-rid-of-weeds-and-insects-or-plant-1944918877.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/ecticides-vegetable-garden-man-protective-workwear-gloves-spraying-123408462.png,ecticides-vegetable-garden-man-protective-workwear-gloves-spraying-123408462.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/eme-man-spraying-toxic-pesticides-or-insecticides-on-corn-growing-1715459710.png,eme-man-spraying-toxic-pesticides-or-insecticides-on-corn-growing-1715459710.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/es-toxins-insecticides-pesticides-biocides-with-hazard-warning-signs-caution.png,es-toxins-insecticides-pesticides-biocides-with-hazard-warning-signs-caution.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/fa17b98d63c76d6ea77920e330f9d6cf.png,fa17b98d63c76d6ea77920e330f9d6cf.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/farmer-sprays-insectides-Japan-rice-paddy.png,farmer-sprays-insectides-Japan-rice-paddy.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/fig13.png,fig13.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/fmicb-13-962619-g001.png,fmicb-13-962619-g001.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/food-and-agriculture-organization-fao-locust-control-operation-preparation-F13K2X.png,food-and-agriculture-organization-fao-locust-control-operation-preparation-F13K2X.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/foods-09-01468-ag.png,foods-09-01468-ag.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/garbage.png,garbage.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/gardener-sprays-pesticides-or-insecticides-vector-36700021.png,gardener-sprays-pesticides-or-insecticides-vector-36700021.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/gardening-chemicalsinsecticidespesticides-items-from-a-garden-shed-M3TDW9.png,gardening-chemicalsinsecticidespesticides-items-from-a-garden-shed-M3TDW9.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/herbicide-587589_960_720.png,herbicide-587589_960_720.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/how-mali-is-eliminating-hazardous-pesticides-en-01-780.png,how-mali-is-eliminating-hazardous-pesticides-en-01-780.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/hpm_0000_0001_0_img0148.png,hpm_0000_0001_0_img0148.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/hydro_new2.png,hydro_new2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/iStockpesticidefield1146x452-824x325.png,iStockpesticidefield1146x452-824x325.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/icide-spray-lettuce-iceberg-field-sunset-insecticides-agricultural-180035011.png,icide-spray-lettuce-iceberg-field-sunset-insecticides-agricultural-180035011.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/icide-sprayers-inappropriate-protection-rice-fields-use-pesticides-127994497.png,icide-sprayers-inappropriate-protection-rice-fields-use-pesticides-127994497.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/img-pesticides.png,img-pesticides.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/insecticide-fertilizer-icon_202271-741.png,insecticide-fertilizer-icon_202271-741.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/insecticide-hero.png,insecticide-hero.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/insecticidebnr.png,insecticidebnr.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/insecticides-and-pesticides.png,insecticides-and-pesticides.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/jefferson-city-pesticide-collection-2018.png,jefferson-city-pesticide-collection-2018.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/latest-technical-book-on-insecticides-and-pesticides-hindi-original-imafvq28xeq9mwhd.png,latest-technical-book-on-insecticides-and-pesticides-hindi-original-imafvq28xeq9mwhd.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/mer-fumigate-in-protective-suit-and-mask-lemon-trees-man-spraying-1743156359.png,mer-fumigate-in-protective-suit-and-mask-lemon-trees-man-spraying-1743156359.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/miscellaneous-pesticides-stored-in-old-garden-shed-E672N1.png,miscellaneous-pesticides-stored-in-old-garden-shed-E672N1.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/miscellaneous-pesticides-stored-in-old-garden-shed-E672N3.png,miscellaneous-pesticides-stored-in-old-garden-shed-E672N3.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/miscellaneous-pesticides-stored-in-old-garden-shed-E672N4.png,miscellaneous-pesticides-stored-in-old-garden-shed-E672N4.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/n-spraying-toxic-pesticides-insecticides-corn-growing-plantation_473712-2324.png,n-spraying-toxic-pesticides-insecticides-corn-growing-plantation_473712-2324.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/n-spraying-toxic-pesticides-insecticides-corn-growing-plantation_473712-3185.png,n-spraying-toxic-pesticides-insecticides-corn-growing-plantation_473712-3185.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/n-spraying-toxic-pesticides-insecticides-corn-growing-plantation_473712-3189.png,n-spraying-toxic-pesticides-insecticides-corn-growing-plantation_473712-3189.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/natural-insecticide.png,natural-insecticide.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/nsecticides-fungicides-molluscicides-plant-protections-in-agriculture-vector.png,nsecticides-fungicides-molluscicides-plant-protections-in-agriculture-vector.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/obsoletes.png,obsoletes.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pest-control-tools-bottle-insecticide-disinfection-abstract-concept-graphic-design_133260-4276.png,pest-control-tools-bottle-insecticide-disinfection-abstract-concept-graphic-design_133260-4276.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticide-jugs-r.png,pesticide-jugs-r.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticide-l.png,pesticide-l.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticide-muddle-1_660_032813015033.png,pesticide-muddle-1_660_032813015033.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticide.png,pesticide.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticide2.png,pesticide2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticideanalysis-180725161324-thumbnail.png,pesticideanalysis-180725161324-thumbnail.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticides-148331_640.png,pesticides-148331_640.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticides-bottles-illustrations-set_82574-2033.png,pesticides-bottles-illustrations-set_82574-2033.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticides-drawing_csp28269690.png,pesticides-drawing_csp28269690.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticides-insecticides-using-spraying-hose-nozzle-farmer-spraying-123409059.png,pesticides-insecticides-using-spraying-hose-nozzle-farmer-spraying-123409059.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticides.png,pesticides.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticides2.png,pesticides2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticides4.png,pesticides4.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pesticides_og.png,pesticides_og.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/phenyl-and-any-keetnashaak-pesticides-insecticides-original-imafjzmxq6gs5bgr.png,phenyl-and-any-keetnashaak-pesticides-insecticides-original-imafjzmxq6gs5bgr.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/pic2.png,pic2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/reduce-the-need-for-pesticides-and-herbicides-us-environmental-.png,reduce-the-need-for-pesticides-and-herbicides-us-environmental-.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/rganic-ecological-agriculture-spray-pesticides-pesticide-on-fruit-1512406559.png,rganic-ecological-agriculture-spray-pesticides-pesticide-on-fruit-1512406559.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/son-sprays-toxic-pesticides-insecticides-plantation-weed-control_544249-1800.png,son-sprays-toxic-pesticides-insecticides-plantation-weed-control_544249-1800.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/spray-pesticides-farm-worker-spray-pesticide-insecticide-on-fruit-1812642349.png,spray-pesticides-farm-worker-spray-pesticide-insecticide-on-fruit-1812642349.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/spraying-pesticides-28301470.png,spraying-pesticides-28301470.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/spraying-pesticides.png,spraying-pesticides.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/suelo_746x419.png,suelo_746x419.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/tiny-people-spraying-pesticides-insecticides-vegetables_778687-830.png,tiny-people-spraying-pesticides-insecticides-vegetables_778687-830.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/toxics-09-00042-ag.png,toxics-09-00042-ag.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/toxics-09-00042-g001.png,toxics-09-00042-g001.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/tractor-spraying-pesticides-soy-bean-field-fields-136713412.png,tractor-spraying-pesticides-soy-bean-field-fields-136713412.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/using-pesticides-and-insecticides-protected-with-mask-and-special-1424346491.png,using-pesticides-and-insecticides-protected-with-mask-and-special-1424346491.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/y-herbicides-farmers-spray-insecticides-in-rice-fields-in-vietnam-1827065294.png,y-herbicides-farmers-spray-insecticides-in-rice-fields-in-vietnam-1827065294.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Hazardous/pesticides/ycling-facilities-farmers-are-resorting-to-burning-the-plastic-waste-2BR5N84.png,ycling-facilities-farmers-are-resorting-to-burning-the-plastic-waste-2BR5N84.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/ceramic_product/-bowl-shape-star-bott-bottom-melted-broken-glass-bubbles-air-vessel-85817559.png,-bowl-shape-star-bott-bottom-melted-broken-glass-bubbles-air-vessel-85817559.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/ceramic_product/-broken-porcelain-vases-within-other-glass-ones-by-bouke-de-vries-sharecover.png,-broken-porcelain-vases-within-other-glass-ones-by-bouke-de-vries-sharecover.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/ceramic_product/09928-cover-opener.png,09928-cover-opener.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/ceramic_product/1-s2.0-S0959652618312502-egi10VHWB78ZW0.png,1-s2.0-S0959652618312502-egi10VHWB78ZW0.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/ceramic_product/1000_F_172501432_IhEVRC2DHxNv7FchR8D5RbTA7f2gWbee.png,1000_F_172501432_IhEVRC2DHxNv7FchR8D5RbTA7f2gWbee.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
Non-Recyclable/ceramic_product/1000_F_180506836_FCGcDt6J9w5QbR2FrUHHhvjxbdICxNT2.png,1000_F_180506836_FCGcDt6J9w5QbR2FrUHHhvjxbdICxNT2.png,.png,stage4_standardized,ImageNet,0.485,0.456,0.406,0.229,0.224,0.225,224x224,RGB,VALIDATED
